"model","comparison","pval","W","comparison_difference"
"gaussian / gaussian","BRT",0.939085539370815,538,-0.00231937688291073
"gaussian / gaussian","cforest",0.179319747311484,650,0.0487965139588441
"gaussian / gaussian","cforest weighted",0.30709270840111,625,0.0374971240493391
"gaussian / gaussian","Ensemble",0.683480374816032,512,-0.0165462774121684
"gaussian / gaussian","GAM",0.989838113606876,543,0.00928968502204275
"gaussian / gaussian","GLM",0.626021100901164,506,-0.0261320908765197
"gaussian / gaussian","GLM unweighted",0.574932148294548,500,-0.0206591198032503
"gaussian / gaussian","IWLR-GAM",0.898648776071853,534,-0.00338907392726706
"gaussian / gaussian","IWLR-GLM",0.740471841542067,518,-0.0117776659153707
"gaussian / gaussian","Lasso",0.858469963623579,530,-0.00908169989572749
"gaussian / gaussian","MARS unweighted",0.507358842397517,597,0.0260352512405104
"gaussian / gaussian","MaxEnt",0.646428413952394,508,-0.0224449935194415
"gaussian / gaussian","MaxEnt tuned2",0.789078437825525,523,-0.0101734413016336
"gaussian / gaussian","MaxNet",0.619190150028434,505,-0.0213687950478963
"gaussian / gaussian","RF",0.00895150720854749,747,0.0974026829910316
"gaussian / gaussian","RF down-sampled",0.798904465279527,524,-0.00816068788846047
"gaussian / gaussian","Ridge regression",0.828565665978071,527,-0.00782534527647571
"gaussian / gaussian","SVM",0.325672668628646,622,0.0492757651359552
"gaussian / gaussian","SVM weighted",0.878520792641654,557,0.0198394131905726
"gaussian / gaussian","XGBoost",0.475185611616126,601,0.0285183492722551
"gaussian / kde","rangebagging / rangebagging",0.492084746980935,429,-0.0136249918077438
"gaussian / kde","rangebagging / gaussian",0.00116885701636774,727,0.122147862652349
"gaussian / kde","rangebagging / kde",0.0100002115583005,681,0.0858919505411216
"gaussian / kde","rangebagging / vine",0.00039219080775801,747,0.135638635402503
"gaussian / kde","rangebagging / lobagoc",0.392319593785482,558,0.0320245360150857
"gaussian / kde","gaussian / rangebagging",0.70229929278773,575,0.0117799492651272
"gaussian / kde","gaussian / gaussian",0.601310722578767,586,0.0164140129899101
"gaussian / kde","gaussian / kde",1,544.5,0
"gaussian / kde","gaussian / vine",0.475185611616126,601,0.0210103595324586
"gaussian / kde","gaussian / lobagoc",0.3998091287035,611,0.03277784006408
"gaussian / kde","kde / rangebagging",0.83714310238594,578,0.00411792957913748
"gaussian / kde","kde / gaussian",0.79842002373731,582,0.00979927442926387
"gaussian / kde","kde / kde",0.886089157954022,573,0.00129334606270837
"gaussian / kde","kde / vine",0.713191191016001,591,0.0111191820010658
"gaussian / kde","kde / lobagoc",0.352472291958017,636,0.0304448729078113
"gaussian / kde","vine / rangebagging",0.928957739766869,552,0.00137589935948068
"gaussian / kde","vine / gaussian",0.959368707148424,549,-0.00175437669087442
"gaussian / kde","vine / kde",0.969520842981266,548,-0.00168764025721224
"gaussian / kde","vine / vine",0.989838113606876,546,0.00284202759694474
"gaussian / kde","vine / lobagoc",0.504720277209224,615,0.025526131886644
"gaussian / kde","lobagoc / rangebagging",0.0100002115583005,681,0.0839008406380171
"gaussian / kde","lobagoc / gaussian",0.029762973261172,612,0.0734837753939277
"gaussian / kde","lobagoc / kde",0.00816777777924966,707,0.0815258297497797
"gaussian / kde","lobagoc / vine",0.0134058921478282,632,0.0799864093724628
"gaussian / kde","lobagoc / lobagoc",0.00345555079330826,773,0.0954678756309502
"gaussian / kde","rangebagging / none",0.950974837046068,490,0.0052041076077245
"gaussian / kde","gaussian / none",0.711777563922716,574,0.0117606997355042
"gaussian / kde","kde / none",0.83714310238594,578,0.00409929303608825
"gaussian / kde","vine / none",0.928957739766869,552,0.00135306960661818
"gaussian / kde","lobagoc / none",0.0309016154941791,611,0.0727507813322791
"gaussian / kde","ulsif",0.808058953562202,581,0.0107844442604474
"gaussian / kde","rulsif",0.965225336216905,565,0.00330789634574247
"gaussian / kde","maxnet",0.741268572176908,534,-0.0190644084849481
"gaussian / kde","biomod",0.507358842397517,597,0.0108779626663587
"gaussian / kde","BRT",0.532208671867011,594,0.0140946361069993
"gaussian / kde","cforest",0.0421961412965878,703,0.0652105269487542
"gaussian / kde","cforest weighted",0.100931122821211,673,0.0539111370392492
"gaussian / kde","Ensemble",0.949223066585024,550,-0.000132264422258332
"gaussian / kde","GAM",0.475185611616126,601,0.0257036980119528
"gaussian / kde","GLM",0.857510261957536,530,-0.00971807788660961
"gaussian / kde","GLM unweighted",0.989838113606876,546,-0.00424510681334023
"gaussian / kde","IWLR-GAM",0.70229929278773,575,0.013024939062643
"gaussian / kde","IWLR-GLM",0.769526777618162,568,0.00463634707453942
"gaussian / kde","Lasso",0.798904465279527,565,0.00733231309418259
"gaussian / kde","MARS unweighted",0.16317807651809,654,0.0424492642304205
"gaussian / kde","MaxEnt",0.928957739766869,552,-0.00603098052953144
"gaussian / kde","MaxEnt tuned2",0.798904465279527,565,0.00624057168827652
"gaussian / kde","MaxNet",0.999999999999994,545,-0.00495478205798627
"gaussian / kde","RF",0.000464596815637783,812,0.113816695980942
"gaussian / kde","RF down-sampled",0.939085539370815,551,0.0082533251014496
"gaussian / kde","Ridge regression",0.740471841542067,571,0.00858866771343436
"gaussian / kde","SVM",0.106438437618719,671,0.0656897781258653
"gaussian / kde","SVM weighted",0.674142287153622,578,0.0362534261804827
"gaussian / kde","XGBoost",0.244992589674733,636,0.0449323622621651
"gaussian / vine","rangebagging / rangebagging",0.243523252665568,395,-0.0346353513402023
"gaussian / vine","rangebagging / gaussian",0.00743836249866046,688,0.101137503119891
"gaussian / vine","rangebagging / kde",0.0701497322389465,627,0.0648815910086631
"gaussian / vine","rangebagging / vine",0.00286899886840993,709,0.114628275870044
"gaussian / vine","rangebagging / lobagoc",0.929233597288189,502,0.0110141764826271
"gaussian / vine","gaussian / rangebagging",0.838508781124149,528,-0.0092304102673314
"gaussian / vine","gaussian / gaussian",0.999999999999994,545,-0.00459634654254848
"gaussian / vine","gaussian / kde",0.475185611616126,488,-0.0210103595324586
"gaussian / vine","gaussian / vine",1,544.5,0
"gaussian / vine","gaussian / lobagoc",0.818649569968571,563,0.0117674805316215
"gaussian / vine","kde / rangebagging",0.782617529375312,538.5,-0.0168924299533211
"gaussian / vine","kde / gaussian",0.77923418617418,538,-0.0112110851031947
"gaussian / vine","kde / kde",0.731869501456971,533,-0.0197170134697502
"gaussian / vine","kde / vine",0.866448517188087,547,-0.00989117753139279
"gaussian / vine","kde / lobagoc",0.69468099928365,593,0.00943451337535273
"gaussian / vine","vine / rangebagging",0.674142287153622,511,-0.0196344601729779
"gaussian / vine","vine / gaussian",0.664853451054568,510,-0.022764736223333
"gaussian / vine","vine / kde",0.619190150028434,505,-0.0226979997896708
"gaussian / vine","vine / vine",0.70229929278773,514,-0.0181683319355138
"gaussian / vine","vine / lobagoc",0.895936196775682,572,0.00451577235418543
"gaussian / vine","lobagoc / rangebagging",0.112362536516624,611,0.0628904811055585
"gaussian / vine","lobagoc / gaussian",0.206985007435162,550,0.0524734158614691
"gaussian / vine","lobagoc / kde",0.0932534555149425,637,0.0605154702173212
"gaussian / vine","lobagoc / vine",0.113464314639204,572,0.0589760498400043
"gaussian / vine","lobagoc / lobagoc",0.0528047135790691,696,0.0744575160984916
"gaussian / vine","rangebagging / none",0.48971929072588,444,-0.0158062519247341
"gaussian / vine","gaussian / none",0.838508781124149,528,-0.00924965979695436
"gaussian / vine","kde / none",0.782617529375312,538.5,-0.0169110664963703
"gaussian / vine","vine / none",0.674142287153622,511,-0.0196572899258404
"gaussian / vine","lobagoc / none",0.228674868405998,546,0.0517404217998205
"gaussian / vine","ulsif",0.676348683536972,527,-0.0102259152720111
"gaussian / vine","rulsif",0.61371989202214,520,-0.0177024631867161
"gaussian / vine","maxnet",0.386845224200317,491.5,-0.0400747680174066
"gaussian / vine","biomod",0.878520792641654,557,-0.0101323968660999
"gaussian / vine","BRT",0.939085539370815,551,-0.00691572342545921
"gaussian / vine","cforest",0.144551946887407,659,0.0442001674162956
"gaussian / vine","cforest weighted",0.295098515274806,627,0.0329007775067907
"gaussian / vine","Ensemble",0.779285390633631,522,-0.0211426239547169
"gaussian / vine","GAM",0.949223066585024,550,0.00469333847949427
"gaussian / vine","GLM",0.449258752758269,485,-0.0307284374190682
"gaussian / vine","GLM unweighted",0.592458087502998,502,-0.0252554663457988
"gaussian / vine","IWLR-GAM",0.888575926722445,533,-0.00798542046981554
"gaussian / vine","IWLR-GLM",0.655615092222223,509,-0.0163740124579191
"gaussian / vine","Lasso",0.838508781124149,528,-0.013678046438276
"gaussian / vine","MARS unweighted",0.54910631650195,592,0.0214389046979619
"gaussian / vine","MaxEnt",0.674142287153622,511,-0.02704134006199
"gaussian / vine","MaxEnt tuned2",0.858469963623579,530,-0.014769787844182
"gaussian / vine","MaxNet",0.628214797561448,506,-0.0259651415904448
"gaussian / vine","RF",0.00599624335083108,757,0.0928063364484831
"gaussian / vine","RF down-sampled",0.664853451054568,510,-0.012757034431009
"gaussian / vine","Ridge regression",0.888575926722445,533,-0.0124216918190242
"gaussian / vine","SVM",0.210331510970011,643,0.0446794185934067
"gaussian / vine","SVM weighted",0.979677852945431,547,0.0152430666480241
"gaussian / vine","XGBoost",0.475185611616126,601,0.0239220027297066
"gaussian / lobagoc","rangebagging / rangebagging",0.190920042245996,385,-0.0464028318718238
"gaussian / lobagoc","rangebagging / gaussian",0.0182101444084956,666,0.0893700225882694
"gaussian / lobagoc","rangebagging / kde",0.0974581329015107,616,0.0531141104770416
"gaussian / lobagoc","rangebagging / vine",0.00712427337115375,689,0.102860795338423
"gaussian / lobagoc","rangebagging / lobagoc",0.929233597288189,502,-0.000753304048994319
"gaussian / lobagoc","gaussian / rangebagging",0.635132605664782,507,-0.0209978907989529
"gaussian / lobagoc","gaussian / gaussian",0.838508781124149,528,-0.0163638270741699
"gaussian / lobagoc","gaussian / kde",0.3998091287035,478,-0.03277784006408
"gaussian / lobagoc","gaussian / vine",0.818649569968571,526,-0.0117674805316215
"gaussian / lobagoc","gaussian / lobagoc",1,544.5,0
"gaussian / lobagoc","kde / rangebagging",0.512733015653376,508,-0.0286599104849425
"gaussian / lobagoc","kde / gaussian",0.640255167455939,523,-0.0229785656348162
"gaussian / lobagoc","kde / kde",0.537157647912136,511,-0.0314844940013717
"gaussian / lobagoc","kde / vine",0.731869501456971,533,-0.0216586580630143
"gaussian / lobagoc","kde / lobagoc",0.886089157954022,573,-0.00233296715626874
"gaussian / lobagoc","vine / rangebagging",0.444149905112446,484,-0.0314019407045993
"gaussian / lobagoc","vine / gaussian",0.451800017411947,485,-0.0345322167549544
"gaussian / lobagoc","vine / kde",0.385633595159642,476,-0.0344654803212923
"gaussian / lobagoc","vine / vine",0.451800017411947,485,-0.0299358124671353
"gaussian / lobagoc","vine / lobagoc",0.846888898082995,545,-0.00725170817743603
"gaussian / lobagoc","lobagoc / rangebagging",0.109248100242061,612,0.051123000573937
"gaussian / lobagoc","lobagoc / gaussian",0.201800242299908,551,0.0407059353298477
"gaussian / lobagoc","lobagoc / kde",0.0855535302213408,640,0.0487479896856997
"gaussian / lobagoc","lobagoc / vine",0.127435628675881,568,0.0472085693083828
"gaussian / lobagoc","lobagoc / lobagoc",0.0427354096475365,703,0.0626900355668701
"gaussian / lobagoc","rangebagging / none",0.48971929072588,444,-0.0275737324563555
"gaussian / lobagoc","gaussian / none",0.635132605664782,507,-0.0210171403285758
"gaussian / lobagoc","kde / none",0.512733015653376,508,-0.0286785470279918
"gaussian / lobagoc","vine / none",0.444149905112446,484,-0.0314247704574618
"gaussian / lobagoc","lobagoc / none",0.217638664772065,548,0.0399729412681991
"gaussian / lobagoc","ulsif",0.56214568532927,514,-0.0219933958036326
"gaussian / lobagoc","rulsif",0.392737995559842,492,-0.0294699437183376
"gaussian / lobagoc","maxnet",0.327116435881028,482,-0.0518422485490281
"gaussian / lobagoc","biomod",0.868484949420175,531,-0.0218998773977214
"gaussian / lobagoc","BRT",0.959368707148424,540,-0.0186832039570807
"gaussian / lobagoc","cforest",0.16317807651809,654,0.0324326868846742
"gaussian / lobagoc","cforest weighted",0.289219072798703,628,0.0211332969751692
"gaussian / lobagoc","Ensemble",0.54910631650195,497,-0.0329101044863384
"gaussian / lobagoc","GAM",0.984652121580784,546.5,-0.0070741420521272
"gaussian / lobagoc","GLM",0.464777823152949,487,-0.0424959179506896
"gaussian / lobagoc","GLM unweighted",0.475185611616126,488,-0.0370229468774202
"gaussian / lobagoc","IWLR-GAM",0.664853451054568,510,-0.019752901001437
"gaussian / lobagoc","IWLR-GLM",0.730865178428875,517,-0.0281414929895406
"gaussian / lobagoc","Lasso",0.721299969283027,516,-0.0254455269698974
"gaussian / lobagoc","MARS unweighted",0.507358842397517,597,0.00967142416634048
"gaussian / lobagoc","MaxEnt",0.515574812597246,493,-0.0388088205936115
"gaussian / lobagoc","MaxEnt tuned2",0.628214797561448,506,-0.0265372683758035
"gaussian / lobagoc","MaxNet",0.532208671867011,495,-0.0377326221220663
"gaussian / lobagoc","RF",0.00394130739113352,767,0.0810388559168617
"gaussian / lobagoc","RF down-sampled",0.646428413952394,508,-0.0245245149626304
"gaussian / lobagoc","Ridge regression",0.75011858998249,519,-0.0241891723506457
"gaussian / lobagoc","SVM",0.483123898008642,600,0.0329119380617853
"gaussian / lobagoc","SVM weighted",0.959368707148424,540,0.00347558611640264
"gaussian / lobagoc","XGBoost",0.592458087502998,587,0.0121545221980851
"kde / rangebagging","rangebagging / rangebagging",0.542031666122751,448,-0.0177429213868813
"kde / rangebagging","rangebagging / gaussian",0.00612844664013604,712,0.118029933073212
"kde / rangebagging","rangebagging / kde",0.0514456187021061,655,0.0817740209619842
"kde / rangebagging","rangebagging / vine",0.00113212092134648,748,0.131520705823365
"kde / rangebagging","rangebagging / lobagoc",0.635180053722383,546,0.0279066064359482
"kde / rangebagging","gaussian / rangebagging",0.876259440665771,574,0.00766201968598967
"kde / rangebagging","gaussian / gaussian",0.788811309938131,583,0.0122960834107726
"kde / rangebagging","gaussian / kde",0.83714310238594,544,-0.00411792957913748
"kde / rangebagging","gaussian / vine",0.782617529375312,583.5,0.0168924299533211
"kde / rangebagging","gaussian / lobagoc",0.512733015653376,614,0.0286599104849425
"kde / rangebagging","kde / rangebagging",1,578,0
"kde / rangebagging","kde / gaussian",0.907851082514503,588,0.00568134485012639
"kde / rangebagging","kde / kde",0.99513939835345,577,-0.00282458351642911
"kde / rangebagging","kde / vine",0.850199619127464,594,0.00700125242192828
"kde / rangebagging","kde / lobagoc",0.492159885136513,634.5,0.0263269433286738
"kde / rangebagging","vine / rangebagging",0.945379177609161,555,-0.0027420302196568
"kde / rangebagging","vine / gaussian",0.955298839264313,556,-0.0058723062700119
"kde / rangebagging","vine / kde",0.856657851390689,546,-0.00580556983634972
"kde / rangebagging","vine / vine",0.965225336216905,557,-0.00127590198219274
"kde / rangebagging","vine / lobagoc",0.587451948518093,623,0.0214082023075065
"kde / rangebagging","lobagoc / rangebagging",0.0498233654852437,656,0.0797829110588796
"kde / rangebagging","lobagoc / gaussian",0.115228596253308,588,0.0693658458147902
"kde / rangebagging","lobagoc / kde",0.0475912467813117,678,0.0774079001706423
"kde / rangebagging","lobagoc / vine",0.0711307981766939,604,0.0758684797933253
